date,open1,high1,low1,close1,preclose1,open2,high2,low2,close2,preclose2,open3,high3,low3,close3,preclose3,volume,amount,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
1996-7-1,800.91,801.05,755.32,761.12,804.25,800.91,801.05,755.32,761.12,804.25,800.91,801.05,755.32,761.12,804.25,602765100,4818157056,0.039374,1,-5.362761,0,0,0,0,0
1996-7-2,758.47,766.07,753.64,759.71,761.12,758.47,766.07,753.64,759.71,761.12,758.47,766.07,753.64,759.71,761.12,361340700,3182836736,0.023368,1,-0.18525,0,0,0,0,0
1996-7-3,767.11,786.16,766.43,786.13,759.71,767.11,786.16,766.43,786.13,759.71,767.11,786.16,766.43,786.13,759.71,543638900,5252680704,0.034906,1,3.47764,0,0,0,0,0
1996-7-4,790.28,794.85,774.07,785.43,786.13,790.28,794.85,774.07,785.43,786.13,790.28,794.85,774.07,785.43,786.13,618188400,5794688000,0.039656,1,-0.089045,0,0,0,0,0
1996-7-5,788.1,797.15,783.86,785.38,785.43,788.1,797.15,783.86,785.38,785.43,788.1,797.15,783.86,785.38,785.43,713511600,5390737920,0.045771,1,-0.006364,0,0,0,0,0
1996-7-8,794.13,807.89,790.09,807.34,785.38,794.13,807.89,790.09,807.34,785.38,794.13,807.89,790.09,807.34,785.38,727434600,6439041024,0.046623,1,2.796102,0,0,0,0,0
1996-7-9,815.02,822.51,807.43,817.61,807.34,815.02,822.51,807.43,817.61,807.34,815.02,822.51,807.43,817.61,807.34,767306300,6442554880,0.049179,1,1.272074,0,0,0,0,0
1996-7-10,821.1,825.39,809.35,820.05,817.61,821.1,825.39,809.35,820.05,817.61,821.1,825.39,809.35,820.05,817.61,657426100,5225605632,0.042136,1,0.298431,0,0,0,0,0
1996-7-11,822.18,822.39,790.57,792.07,820.05,822.18,822.39,790.57,792.07,820.05,822.18,822.39,790.57,792.07,820.05,539523000,4369669632,0.034539,1,-3.411985,0,0,0,0,0
1996-7-12,784.26,796.41,778.87,796.41,792.07,784.26,796.41,778.87,796.41,792.07,784.26,796.41,778.87,796.41,792.07,380190400,3300324096,0.024339,1,0.547927,0,0,0,0,0
1996-7-15,794.88,796.25,780.15,789.16,796.41,794.88,796.25,780.15,789.16,796.41,794.88,796.25,780.15,789.16,796.41,366584000,3070761728,0.023416,1,-0.910335,0,0,0,0,0
1996-7-16,796.76,823.77,793.69,823.08,789.16,796.76,823.77,793.69,823.08,789.16,796.76,823.77,793.69,823.08,789.16,568110200,4628994048,0.035952,1,4.298247,0,0,0,0,0
1996-7-17,830.65,841.41,808.5,808.99,823.08,830.65,841.41,808.5,808.99,823.08,830.65,841.41,808.5,808.99,823.08,719264700,5047189504,0.045474,1,-1.711866,0,0,0,0,0
1996-7-18,808.09,819.56,808.09,818.04,808.99,808.09,819.56,808.09,818.04,808.99,808.09,819.56,808.09,818.04,808.99,381463400,2761649152,0.024107,1,1.118677,0,0,0,0,0
1996-7-19,824.01,857.08,820.66,856.93,818.04,824.01,857.08,820.66,856.93,818.04,824.01,857.08,820.66,856.93,818.04,860225700,6130803200,0.054322,1,4.754048,0,0,0,0,0
1996-7-22,871.48,887.07,870.22,884.94,856.93,871.48,887.07,870.22,884.94,856.93,871.48,887.07,870.22,884.94,856.93,1082827000,7864698368,0.068378,1,3.268646,0,0,0,0,0
1996-7-23,888.92,889.41,864.51,871.47,884.94,888.92,889.41,864.51,871.47,884.94,888.92,889.41,864.51,871.47,884.94,684744700,5133593088,0.043223,1,-1.522141,0,0,0,0,0
1996-7-24,874.97,894.73,874.97,887.6,871.47,874.97,894.73,874.97,887.6,871.47,874.97,894.73,874.97,887.6,871.47,776747000,5857347584,0.049004,1,1.850896,0,0,0,0,0
1996-7-25,887.25,894.21,867.09,868.16,887.6,887.25,894.21,867.09,868.16,887.6,887.25,894.21,867.09,868.16,887.6,822468900,5751411200,0.051889,1,-2.190176,0,0,0,0,0
1996-7-26,868.28,872.27,840.21,845.12,868.16,868.28,872.27,840.21,845.12,868.16,868.28,872.27,840.21,845.12,868.16,653036400,5100398592,0.040721,1,-2.653886,0,0,0,0,0
1996-7-29,846.19,855.5,837.2,855.42,845.12,846.19,855.5,837.2,855.42,845.12,846.19,855.5,837.2,855.42,845.12,416855800,3159293952,0.025984,1,1.21876,0,0,0,0,0
1996-7-30,861.72,865.5,834.87,836.93,855.42,861.72,865.5,834.87,836.93,855.42,861.72,865.5,834.87,836.93,855.42,409372700,3169679616,0.025444,1,-2.16151,0,0,0,0,0
1996-7-31,836.67,841.72,820.85,822.48,836.93,836.67,841.72,820.85,822.48,836.93,836.67,841.72,820.85,822.48,836.93,356860100,2647605504,0.022156,1,-1.72655,0,0,0,0,0
1996-8-1,823.17,843.01,814.89,835.11,822.48,823.17,843.01,814.89,835.11,822.48,823.17,843.01,814.89,835.11,822.48,371330400,2784708608,0.023054,1,1.5356,0,0,0,0,0
1996-8-2,842.4,850.59,828.66,838.88,835.11,842.4,850.59,828.66,838.88,835.11,842.4,850.59,828.66,838.88,835.11,391827200,3182119424,0.024266,1,0.45144,0,0,0,0,0
1996-8-5,846.03,853.2,838.6,853.19,838.88,846.03,853.2,838.6,853.19,838.88,846.03,853.2,838.6,853.19,838.88,325265700,2427681280,0.020142,1,1.705846,0,0,0,0,0
1996-8-6,854.78,862.43,848.36,862.22,853.19,854.78,862.43,848.36,862.22,853.19,854.78,862.43,848.36,862.22,853.19,376433000,2994729728,0.023295,1,1.058377,0,0,0,0,0
1996-8-7,865.49,873.03,862.61,867.27,862.22,865.49,873.03,862.61,867.27,862.22,865.49,873.03,862.61,867.27,862.22,511448100,4086908416,0.03165,1,0.585703,0,0,0,0,0
1996-8-8,871.03,877.92,869.55,876,867.27,871.03,877.92,869.55,876,867.27,871.03,877.92,869.55,876,867.27,446744800,3468291328,0.027548,1,1.006605,0,0,0,0,0
1996-8-9,875.19,880.31,857.74,871.6,876,875.19,880.31,857.74,871.6,876,875.19,880.31,857.74,871.6,876,543428800,4120766976,0.033304,1,-0.502286,0,0,0,0,0
1996-8-12,880.13,894.86,880.13,886.05,871.6,880.13,894.86,880.13,886.05,871.6,880.13,894.86,880.13,886.05,871.6,529240600,4020290816,0.032385,1,1.657872,0,0,0,0,0
1996-8-13,885.89,887.35,872.4,874.81,886.05,885.89,887.35,872.4,874.81,886.05,885.89,887.35,872.4,874.81,886.05,338046300,2591282944,0.020686,1,-1.26855,0,0,0,0,0
1996-8-14,875.79,879.09,868.74,871.65,874.81,875.79,879.09,868.74,871.65,874.81,875.79,879.09,868.74,871.65,874.81,306699800,2420930304,0.018727,1,-0.361218,0,0,0,0,0
1996-8-15,872.83,878.57,864.77,865.83,871.65,872.83,878.57,864.77,865.83,871.65,872.83,878.57,864.77,865.83,871.65,370310300,2915282432,0.022568,1,-0.6677,0,0,0,0,0
1996-8-16,862.68,862.88,838.42,853.87,865.83,862.68,862.88,838.42,853.87,865.83,862.68,862.88,838.42,853.87,865.83,392755900,3237462528,0.023855,1,-1.381336,0,0,0,0,0
1996-8-19,852.34,852.35,834.54,835.62,853.87,852.34,852.35,834.54,835.62,853.87,852.34,852.35,834.54,835.62,853.87,253243000,2118481792,0.015367,1,-2.137328,0,0,0,0,0
1996-8-20,834.73,837.58,820.77,822.44,835.62,834.73,837.58,820.77,822.44,835.62,834.73,837.58,820.77,822.44,835.62,271577900,2162501120,0.016462,1,-1.577271,0,0,0,0,0
1996-8-21,825.69,842.68,825.61,833.61,822.44,825.69,842.68,825.61,833.61,822.44,825.69,842.68,825.61,833.61,822.44,353354900,2859572736,0.021419,1,1.358152,0,0,0,0,0
1996-8-22,838.2,842.46,816.05,818.2,833.61,838.2,842.46,816.05,818.2,833.61,838.2,842.46,816.05,818.2,833.61,300231100,2325351424,0.018199,1,-1.848583,0,0,0,0,0
1996-8-23,824.89,824.89,786.44,803.69,818.2,824.89,824.89,786.44,803.69,818.2,824.89,824.89,786.44,803.69,818.2,350852700,2808750848,0.021248,1,-1.773406,0,0,0,0,0
1996-8-26,789.15,800.53,770.85,773.07,803.69,789.15,800.53,770.85,773.07,803.69,789.15,800.53,770.85,773.07,803.69,294132100,2531507968,0.017722,1,-3.809926,0,0,0,0,0
1996-8-27,769.79,787.48,766.7,787.47,773.07,769.79,787.48,766.7,787.47,773.07,769.79,787.48,766.7,787.47,773.07,259649100,2036879872,0.015644,1,1.862698,0,0,0,0,0
1996-8-28,790.72,806.36,789.06,796.84,787.47,790.72,806.36,789.06,796.84,787.47,790.72,806.36,789.06,796.84,787.47,349927400,2981339648,0.021061,1,1.189894,0,0,0,0,0
1996-8-29,797.31,797.98,783.96,788.73,796.84,797.31,797.98,783.96,788.73,796.84,797.31,797.98,783.96,788.73,796.84,314290600,2101523200,0.018916,1,-1.017776,0,0,0,0,0
1996-8-30,791.39,809.97,791.39,809.94,788.73,791.39,809.97,791.39,809.94,788.73,791.39,809.97,791.39,809.94,788.73,466421800,3520278528,0.028072,1,2.689136,0,0,0,0,0
1996-9-2,812.94,813.57,803.13,804.78,809.94,812.94,813.57,803.13,804.78,809.94,812.94,813.57,803.13,804.78,809.94,362917600,2662453248,0.021843,1,-0.637081,0,0,0,0,0
1996-9-3,805.53,818.88,799.01,800.22,804.78,805.53,818.88,799.01,800.22,804.78,805.53,818.88,799.01,800.22,804.78,363471600,2747409152,0.021876,1,-0.566622,0,0,0,0,0
1996-9-4,797.9,813.46,795.07,812.02,800.22,797.9,813.46,795.07,812.02,800.22,797.9,813.46,795.07,812.02,800.22,371796800,2971711488,0.022331,1,1.474601,0,0,0,0,0
1996-9-5,817.37,838.67,812.93,814.38,812.02,817.37,838.67,812.93,814.38,812.02,817.37,838.67,812.93,814.38,812.02,705552700,5765848576,0.042256,1,0.290631,0,0,0,0,0
1996-9-6,813.59,818.36,796.17,801.23,814.38,813.59,818.36,796.17,801.23,814.38,813.59,818.36,796.17,801.23,814.38,361496500,2980728320,0.02165,1,-1.614728,0,0,0,0,0
1996-9-9,798.6,799.98,791.63,793.59,801.23,798.6,799.98,791.63,793.59,801.23,798.6,799.98,791.63,793.59,801.23,360370900,3346857984,0.021507,1,-0.953528,0,0,0,0,0
1996-9-10,793.22,793.22,763.15,764.45,793.59,793.22,793.22,763.15,764.45,793.59,793.22,793.22,763.15,764.45,793.59,357919100,2940479744,0.021361,1,-3.671923,0,0,0,0,0
1996-9-11,762.81,773.6,754.59,769.25,764.45,762.81,773.6,754.59,769.25,764.45,762.81,773.6,754.59,769.25,764.45,290259400,2047303936,0.017323,1,0.627901,0,0,0,0,0
1996-9-12,780.32,784.18,754.11,757.09,769.25,780.32,784.18,754.11,757.09,769.25,780.32,784.18,754.11,757.09,769.25,495112500,2106192384,0.029513,1,-1.580757,0,0,0,0,0
1996-9-13,756.39,779.07,752.68,779.07,757.09,756.39,779.07,752.68,779.07,757.09,756.39,779.07,752.68,779.07,757.09,329442400,2251410432,0.019637,1,2.903219,0,0,0,0,0
1996-9-16,779.85,784.48,771.8,778.29,779.07,779.85,784.48,771.8,778.29,779.07,779.85,784.48,771.8,778.29,779.07,310575900,2737431552,0.018485,1,-0.100123,0,0,0,0,0
1996-9-17,777.73,785.11,774.15,776.48,778.29,777.73,785.11,774.15,776.48,778.29,777.73,785.11,774.15,776.48,778.29,282571200,2452681216,0.016739,1,-0.232561,0,0,0,0,0
1996-9-18,781.34,782.73,757.94,760.76,776.48,781.34,782.73,757.94,760.76,776.48,781.34,782.73,757.94,760.76,776.48,296064700,2503823104,0.017524,1,-2.024517,0,0,0,0,0
1996-9-19,756.11,769.13,754.28,769.1,760.76,756.11,769.13,754.28,769.1,760.76,756.11,769.13,754.28,769.1,760.76,204782700,1560462848,0.012114,1,1.096268,0,0,0,0,0
1996-9-20,772.29,805.54,770.04,805.54,769.1,772.29,805.54,770.04,805.54,769.1,772.29,805.54,770.04,805.54,769.1,363256800,3292330496,0.021489,1,4.738006,0,0,0,0,0
1996-9-23,812.94,852.04,812.31,851.99,805.54,812.94,852.04,812.31,851.99,805.54,812.94,852.04,812.31,851.99,805.54,875020900,8197043712,0.051523,1,5.76632,0,0,0,0,0
1996-9-24,857.42,865.49,845.39,849.92,851.99,857.42,865.49,845.39,849.92,851.99,857.42,865.49,845.39,849.92,851.99,761911600,7256174080,0.044863,1,-0.242961,0,0,0,0,0
1996-9-25,855.35,858.6,830.25,835.18,849.92,855.35,858.6,830.25,835.18,849.92,855.35,858.6,830.25,835.18,849.92,526965300,5143411712,0.030884,1,-1.73428,0,0,0,0,0
1996-9-26,837.68,857.44,837.68,854.66,835.18,837.68,857.44,837.68,854.66,835.18,837.68,857.44,837.68,854.66,835.18,552870500,5380414464,0.032402,1,2.332429,0,0,0,0,0
1996-9-27,861.62,875.53,855.75,875.53,854.66,861.62,875.53,855.75,875.53,854.66,861.62,875.53,855.75,875.53,854.66,677971000,6603607040,0.039596,1,2.441913,0,0,0,0,0
1996-10-3,887.85,891.71,864.67,865.49,875.53,887.85,891.71,864.67,865.49,875.53,887.85,891.71,864.67,865.49,875.53,585527400,5381838336,0.0341,1,-1.146738,0,0,0,0,0
1996-10-4,864.19,869.65,855.79,863.46,865.49,864.19,869.65,855.79,863.46,865.49,864.19,869.65,855.79,863.46,865.49,384919800,3383326976,0.022382,1,-0.234546,0,0,0,0,0
1996-10-7,866.07,869.87,852.83,864.66,863.46,866.07,869.87,852.83,864.66,863.46,866.07,869.87,852.83,864.66,863.46,440136700,3441939968,0.025588,1,0.13897,0,0,0,0,0
1996-10-8,869.08,882.09,865.42,877.61,864.66,869.08,882.09,865.42,877.61,864.66,869.08,882.09,865.42,877.61,864.66,536293100,4351186944,0.031119,1,1.4977,0,0,0,0,0
1996-10-9,882.19,883.62,865.57,874.01,877.61,882.19,883.62,865.57,874.01,877.61,882.19,883.62,865.57,874.01,877.61,510722900,4186830336,0.029583,1,-0.410202,0,0,0,0,0
1996-10-10,878.05,904.14,877.34,904.1,874.01,878.05,904.14,877.34,904.1,874.01,878.05,904.14,877.34,904.1,874.01,974568300,6927798784,0.056414,1,3.442748,0,0,0,0,0
1996-10-11,909.06,912.01,898.72,909.89,904.1,909.06,912.01,898.72,909.89,904.1,909.06,912.01,898.72,909.89,904.1,1125254100,7461778432,0.064977,1,0.64042,0,0,0,0,0
1996-10-14,919.7,943.55,919.7,940.79,909.89,919.7,943.55,919.7,940.79,909.89,919.7,943.55,919.7,940.79,909.89,1250236100,8757552128,0.072169,1,3.396011,0,0,0,0,0
1996-10-15,943.81,944.94,925.66,937.29,940.79,943.81,944.94,925.66,937.29,940.79,943.81,944.94,925.66,937.29,940.79,865586600,6613727232,0.049927,1,-0.372028,0,0,0,0,0
1996-10-16,944.35,953.4,921.15,933.88,937.29,944.35,953.4,921.15,933.88,937.29,944.35,953.4,921.15,933.88,937.29,849945400,6656883712,0.049025,1,-0.363812,0,0,0,0,0
1996-10-17,931.11,952.45,928.08,952.32,933.88,931.11,952.45,928.08,952.32,933.88,931.11,952.45,928.08,952.32,933.88,833141600,6656016384,0.048055,1,1.974558,0,0,0,0,0
1996-10-18,960.55,968.22,937.77,939.93,952.32,960.55,968.22,937.77,939.93,952.32,960.55,968.22,937.77,939.93,952.32,996398900,7532118016,0.057472,1,-1.301035,0,0,0,0,0
1996-10-21,943.03,964.44,943.03,964.39,939.93,943.03,964.44,943.03,964.39,939.93,943.03,964.44,943.03,964.39,939.93,740976100,5486589440,0.042739,1,2.602324,0,0,0,0,0
1996-10-22,952.93,978.98,943.03,976.47,964.39,952.93,978.98,943.03,976.47,964.39,952.93,978.98,943.03,976.47,964.39,1011405600,7290778624,0.058337,1,1.252601,0,0,0,0,0
1996-10-23,989.32,1011.13,986.72,1010.83,976.47,989.32,1011.13,986.72,1010.83,976.47,989.32,1011.13,986.72,1010.83,976.47,1426261100,10831932416,0.082206,1,3.518802,0,0,0,0,0
1996-10-24,1017.46,1020.97,1004.37,1007.91,1010.83,1017.46,1020.97,1004.37,1007.91,1010.83,1017.46,1020.97,1004.37,1007.91,1010.83,1116509500,9329883136,0.064353,1,-0.288876,0,0,0,0,0
1996-10-25,1006.3,1016.91,994.82,1012.67,1007.91,1006.3,1016.91,994.82,1012.67,1007.91,1006.3,1016.91,994.82,1012.67,1007.91,1127398600,9575816192,0.064902,1,0.472265,0,0,0,0,0
1996-10-28,1001.23,1026.84,1000.07,1022.86,1012.67,1001.23,1026.84,1000.07,1022.86,1012.67,1001.23,1026.84,1000.07,1022.86,1012.67,1029549300,8544877056,0.059134,1,1.006251,0,0,0,0,0
1996-10-29,1032.61,1038.81,1013.49,1017.52,1022.86,1032.61,1038.81,1013.49,1017.52,1022.86,1032.61,1038.81,1013.49,1017.52,1022.86,1114288700,9390301184,0.063928,1,-0.522062,0,0,0,0,0
1996-10-30,1017.06,1022.02,955.23,958.94,1017.52,1017.06,1022.02,955.23,958.94,1017.52,1017.06,1022.02,955.23,958.94,1017.52,891342200,7165048320,0.051049,1,-5.757137,0,0,0,0,0
1996-10-31,972.17,983.23,949.59,976.71,958.94,972.17,983.23,949.59,976.71,958.94,972.17,983.23,949.59,976.71,958.94,718393000,5587136000,0.041143,1,1.85309,0,0,0,0,0
1996-11-1,935.17,962.11,906.96,930.79,976.71,935.17,962.11,906.96,930.79,976.71,935.17,962.11,906.96,930.79,976.71,797474600,5480915968,0.045618,1,-4.701502,0,0,0,0,0
1996-11-4,931,947.88,929.73,945.12,930.79,931,947.88,929.73,945.12,930.79,931,947.88,929.73,945.12,930.79,562850100,3670398464,0.032078,1,1.539554,0,0,0,0,0
1996-11-5,947.44,950.36,922.67,928.03,945.12,947.44,950.36,922.67,928.03,945.12,947.44,950.36,922.67,928.03,945.12,503855400,3706333440,0.028693,1,-1.808232,0,0,0,0,0
1996-11-6,925.76,928.47,896.88,915.05,928.03,925.76,928.47,896.88,915.05,928.03,925.76,928.47,896.88,915.05,928.03,397199800,2900813568,0.022602,1,-1.398666,0,0,0,0,0
1996-11-7,919.95,931.6,915.62,928.14,915.05,919.95,931.6,915.62,928.14,915.05,919.95,931.6,915.62,928.14,915.05,349476000,2960240640,0.019887,1,1.430526,0,0,0,0,0
1996-11-8,927.24,927.39,911.92,919.67,928.14,927.24,927.39,911.92,919.67,928.14,927.24,927.39,911.92,919.67,928.14,305441900,2650845440,0.017277,1,-0.912581,0,0,0,0,0
1996-11-11,923.37,933.97,922.2,933.97,919.67,923.37,933.97,922.2,933.97,919.67,923.37,933.97,922.2,933.97,919.67,363143200,3095740928,0.020443,1,1.554904,0,0,0,0,0
1996-11-12,937.7,949.25,928.98,943,933.97,937.7,949.25,928.98,943,933.97,937.7,949.25,928.98,943,933.97,493715800,3588525568,0.027784,1,0.966844,0,0,0,0,0
1996-11-13,945.98,951.09,932.93,940.52,943,945.98,951.09,932.93,940.52,943,945.98,951.09,932.93,940.52,943,452025900,3506058496,0.025438,1,-0.262988,0,0,0,0,0
1996-11-14,944.46,957.61,943.61,953.19,940.52,944.46,957.61,943.61,953.19,940.52,944.46,957.61,943.61,953.19,940.52,553915200,4414774784,0.031171,1,1.347125,0,0,0,0,0
1996-11-15,951.51,958.62,943.8,950.83,953.19,951.51,958.62,943.8,950.83,953.19,951.51,958.62,943.8,950.83,953.19,550985700,4914051584,0.030935,1,-0.247588,0,0,0,0,0
1996-11-18,952.73,1004.95,948.82,1004.69,950.83,952.73,1004.95,948.82,1004.69,950.83,952.73,1004.95,948.82,1004.69,950.83,827896100,7208801280,0.046409,1,5.664523,0,0,0,0,0
1996-11-19,1019.62,1047.39,1008.23,1015.96,1004.69,1019.62,1047.39,1008.23,1015.96,1004.69,1019.62,1047.39,1008.23,1015.96,1004.69,1289000700,10483051520,0.072257,1,1.121741,0,0,0,0,0
1996-11-20,1010.81,1018.89,992.27,1014.93,1015.96,1010.81,1018.89,992.27,1014.93,1015.96,1010.81,1018.89,992.27,1014.93,1015.96,854193400,7033766912,0.047824,1,-0.101385,0,0,0,0,0
1996-11-21,1018.05,1025.58,937.84,940.77,1014.93,1018.05,1025.58,937.84,940.77,1014.93,1018.05,1025.58,937.84,940.77,1014.93,871465700,6921270784,0.048753,1,-7.306905,0,0,0,0,0
1996-11-22,928.52,952.03,919.61,951.83,940.77,928.52,952.03,919.61,951.83,940.77,928.52,952.03,919.61,951.83,940.77,636231600,4318191616,0.035325,1,1.175632,0,0,0,0,0
1996-11-25,948.59,976.55,938.81,976.55,951.83,948.59,976.55,938.81,976.55,951.83,948.59,976.55,938.81,976.55,951.83,644017700,4709915136,0.03567,1,2.597099,0,0,0,0,0
1996-11-26,981.47,985.13,957.81,967.59,976.55,981.47,985.13,957.81,967.59,976.55,981.47,985.13,957.81,967.59,976.55,620120700,5166540288,0.034256,1,-0.917512,0,0,0,0,0
1996-11-27,966.94,987.18,960.46,980.38,967.59,966.94,987.18,960.46,980.38,967.59,966.94,987.18,960.46,980.38,967.59,547605600,4615035904,0.03025,1,1.321838,0,0,0,0,0
1996-11-28,983.01,1002.54,978.51,992.64,980.38,983.01,1002.54,978.51,992.64,980.38,983.01,1002.54,978.51,992.64,980.38,751075500,6001409536,0.04149,1,1.250536,0,0,0,0,0
1996-11-29,997.85,1037.16,997.84,1032.95,992.64,997.85,1037.16,997.84,1032.95,992.64,997.85,1037.16,997.84,1032.95,992.64,1313048700,9572855808,0.072483,1,4.060882,0,0,0,0,0
1996-12-2,1056.68,1134.9,1056.68,1134.52,1032.95,1056.68,1134.9,1056.68,1134.52,1032.95,1056.68,1134.9,1056.68,1134.52,1032.95,2041152800,16747284480,0.11266,1,9.83301,0,0,0,0,0
1996-12-3,1157.13,1177.68,1118.83,1122.99,1134.52,1157.13,1177.68,1118.83,1122.99,1134.52,1157.13,1177.68,1118.83,1122.99,1134.52,2148567600,19274467328,0.118363,1,-1.016291,0,0,0,0,0
1996-12-4,1117.03,1170.6,1115.27,1169.92,1122.99,1117.03,1170.6,1115.27,1169.92,1122.99,1117.03,1170.6,1115.27,1169.92,1122.99,1482844100,12878816256,0.081689,1,4.179027,0,0,0,0,0
1996-12-5,1199.38,1215.25,1180.21,1212.08,1169.92,1199.38,1215.25,1180.21,1212.08,1169.92,1199.38,1215.25,1180.21,1212.08,1169.92,1968710600,18972710912,0.108306,1,3.603658,0,0,0,0,0
1996-12-6,1207.3,1220.31,1194.77,1212.89,1212.08,1207.3,1220.31,1194.77,1212.89,1212.08,1207.3,1220.31,1194.77,1212.89,1212.08,1443051700,14639772672,0.079209,1,0.066832,0,0,0,0,0
1996-12-9,1227.48,1250.56,1227.48,1247.66,1212.89,1227.48,1250.56,1227.48,1247.66,1212.89,1227.48,1250.56,1227.48,1247.66,1212.89,1560320100,16156679168,0.085305,1,2.866708,0,0,0,0,0
1996-12-10,1244.11,1244.11,1202.28,1230.25,1247.66,1244.11,1244.11,1202.28,1230.25,1247.66,1244.11,1244.11,1202.28,1230.25,1247.66,1296336600,13294497792,0.070873,1,-1.395415,0,0,0,0,0
1996-12-11,1225.39,1258.69,1220.41,1244.9,1230.25,1225.39,1258.69,1220.41,1244.9,1230.25,1225.39,1258.69,1220.41,1244.9,1230.25,1268027600,14208430080,0.069285,1,1.190817,0,0,0,0,0
1996-12-12,1248.14,1254.3,1167.98,1177.14,1244.9,1248.14,1254.3,1167.98,1177.14,1244.9,1248.14,1254.3,1167.98,1177.14,1244.9,1120406100,12158619648,0.060936,1,-5.443008,0,0,0,0,0
1996-12-13,1164.34,1175.44,1108.29,1110.04,1177.14,1164.34,1175.44,1108.29,1110.04,1177.14,1164.34,1175.44,1108.29,1110.04,1177.14,974248500,9828411392,0.052987,1,-5.700254,0,0,0,0,0
1996-12-16,1005.01,1005.12,999.63,1000.02,1110.04,1005.01,1005.12,999.63,1000.02,1110.04,1005.01,1005.12,999.63,1000.02,1110.04,143300300,1345581184,0.007794,1,-9.911356,0,0,0,0,0
1996-12-17,907.65,943.37,903.85,905.58,1000.02,907.65,943.37,903.85,905.58,1000.02,907.65,943.37,903.85,905.58,1000.02,601468400,5210304512,0.032712,1,-9.443811,0,0,0,0,0
1996-12-18,872.36,975.96,869.02,972.73,905.58,872.36,975.96,869.02,972.73,905.58,872.36,975.96,869.02,972.73,905.58,1012433400,8156033536,0.054996,1,7.415133,0,0,0,0,0
1996-12-19,971.15,983.24,893.47,902.42,972.73,971.15,983.24,893.47,902.42,972.73,971.15,983.24,893.47,902.42,972.73,890830000,7895065088,0.048391,1,-7.228111,0,0,0,0,0
1996-12-20,881.09,898.92,864.26,885.24,902.42,881.09,898.92,864.26,885.24,902.42,881.09,898.92,864.26,885.24,902.42,619892900,4861615104,0.033653,1,-1.903769,0,0,0,0,0
1996-12-23,900.32,911.59,890.84,902.01,885.24,900.32,911.59,890.84,902.01,885.24,900.32,911.59,890.84,902.01,885.24,443724000,3608732672,0.024089,1,1.894404,0,0,0,0,0
1996-12-24,907.63,911.12,864.15,865.58,902.01,907.63,911.12,864.15,865.58,902.01,907.63,911.12,864.15,865.58,902.01,366522400,2912791552,0.019898,1,-4.038757,0,0,0,0,0
1996-12-25,870.44,897.45,855.85,895.18,865.58,870.44,897.45,855.85,895.18,865.58,870.44,897.45,855.85,895.18,865.58,415918400,3295271168,0.022482,1,3.419669,0,0,0,0,0
1996-12-26,904.02,924.33,890.41,924.24,895.18,904.02,924.33,890.41,924.24,895.18,904.02,924.33,890.41,924.24,895.18,552219000,4167341056,0.029849,1,3.246274,0,0,0,0,0
1996-12-27,925.8,927.1,903.82,922.35,924.24,925.8,927.1,903.82,922.35,924.24,925.8,927.1,903.82,922.35,924.24,550900400,4241787904,0.029656,1,-0.204494,0,0,0,0,0
1996-12-30,929.72,938.55,923.95,934.21,922.35,929.72,938.55,923.95,934.21,922.35,929.72,938.55,923.95,934.21,922.35,571750500,4756518912,0.030744,1,1.285851,0,0,0,0,0
1996-12-31,935.91,935.97,912.97,917.02,934.21,935.91,935.97,912.97,917.02,934.21,935.91,935.97,912.97,917.02,934.21,472143200,3924646144,0.025203,1,-1.840058,0,0,0,0,0
1997-1-2,914.06,920.19,909.46,919.44,917.02,914.06,920.19,909.46,919.44,917.02,914.06,920.19,909.46,919.44,917.02,265303600,2321988608,0.014162,1,0.263896,0,0,0,0,0
1997-1-3,921.1,922.39,896.99,899.61,919.44,921.1,922.39,896.99,899.61,919.44,921.1,922.39,896.99,899.61,919.44,342916500,2642924800,0.018305,1,-2.156749,0,0,0,0,0
1997-1-6,890.98,892.02,875.89,876.5,899.61,890.98,892.02,875.89,876.5,899.61,890.98,892.02,875.89,876.5,899.61,241608800,1809397504,0.012886,1,-2.568889,0,0,0,0,0
1997-1-7,872.81,903,871.78,898.17,876.5,872.81,903,871.78,898.17,876.5,872.81,903,871.78,898.17,876.5,251824800,1891778432,0.013431,1,2.472331,0,0,0,0,0
1997-1-8,899.83,902.53,887.23,896.41,898.17,899.83,902.53,887.23,896.41,898.17,899.83,902.53,887.23,896.41,898.17,231368900,1836780288,0.012272,1,-0.195955,0,0,0,0,0
1997-1-9,897.99,914.33,897.94,906.98,896.41,897.99,914.33,897.94,906.98,896.41,897.99,914.33,897.94,906.98,896.41,252650000,2126459264,0.013401,1,1.179149,0,0,0,0,0
1997-1-10,908.56,918.51,906.55,918.4,906.98,908.56,918.51,906.55,918.4,906.98,908.56,918.51,906.55,918.4,906.98,333721600,2827739648,0.017701,1,1.259129,0,0,0,0,0
1997-1-13,923.55,931.44,922.74,929.52,918.4,923.55,931.44,922.74,929.52,918.4,923.55,931.44,922.74,929.52,918.4,388141300,3127874560,0.020588,1,1.210801,0,0,0,0,0
1997-1-14,929.55,929.59,903.62,907.85,929.52,929.55,929.59,903.62,907.85,929.52,929.55,929.59,903.62,907.85,929.52,304393800,2556804352,0.016146,1,-2.331316,0,0,0,0,0
